standard_symbol,stock_name
SEHK:72530,JC FINANCE & TAX INTERCONNECT HOLDINGS LTD. (A #002530)
SEHK:91990,"NANJING SECURITIES CO., LTD. (A #601990)"
SEHK:78260,"GREENWORKS (JIANGSU) CO., LTD. (A #301260)"
SEHK:90519,"KWEICHOW MOUTAI CO.,LTD. (A #600519)"
SEHK:07331,CHINAAMC NASDAQ-100 INDEX DAILY (-1X) INVERSE PRODUCT
SEHK:02825,W.I.S.E. - CSI HK 100 TRACKER
SEHK:90007,CHINA WORLD TRADE CENTER COMPANY LTD. (A #600007)
SEHK:03318,CHINA BOTON GROUP COMPANY LIMITED
SEHK:02440,HOWKINGTECH INTERNATIONAL HOLDING LIMITED
SEHK:70825,SHANXI TAIGANG STAINLESS STEEL CO.LTD (A #000825)
SEHK:72607,"OFFCN EDUCATION TECHNOLOGY CO., LTD. (A #002607)"
SEHK:01541,IMMUNEONCO BIOPHARMACEUTICALS (SHANGHAI) INC.
SEHK:06885,HENAN JINMA ENERGY COMPANY LIMITED
SEHK:00915,DAOHE GLOBAL GROUP LIMITED
SEHK:01345,SHANGHAI PIONEER HOLDING LTD
SEHK:72265,"JIANSHE INDUSTRY GROUP (YUNNAN) CO., LTD. (A #002265)"
SEHK:31337,SI&E 50 ETF (A #159603)
SEHK:70963,"HUADONG MEDICINE CO.,LTD (A #000963)"
SEHK:72396,"FUJIAN STAR-NET COMMUNICATION CO.,LTD. (A #002396)"
SEHK:77238,"GUANHAO BIOTECH CO., LTD (A #300238)"
SEHK:90095,"XIANGCAI CO.,LTD (A #600095)"
SEHK:02403,STYLAND HOLDINGS LIMITED WARRANTS 2024
SEHK:06686,NOAH HOLDINGS PRIVATE WEALTH AND ASSET MANAGEMENT LIMITED
SEHK:30167,FOCUSLIGHT TECHNOLOGIES INC. (A #688167)
SEHK:30053,"CHENGDU SCREEN MICRO-ELECTRONICS CO.,LTD. (A #688053)"
SEHK:73000,"JINZAI FOOD GROUP CO.,LTD. (A #003000)"
SEHK:08059,GLORY FLAME HOLDINGS LIMITED
SEHK:00059,SKYFAME REALTY (HOLDINGS) LIMITED
SEHK:00784,LING YUI HOLDINGS LIMITED
SEHK:72414,"WUHAN GUIDE INFRARED CO.,LTD (A #002414)"
SEHK:00381,AOM INTERNATIONAL GROUP COMPANY LIMITED
SEHK:90208,"QUZHOU XIN'AN DEVELOPMENT CO.,LTD. (A #600208)"
SEHK:93776,"YOUON TECHNOLOGY CO.,LTD (A #603776)"
SEHK:03151,PREMIA CHINA STAR50 ETF-HKD TRADED UNITS
SEHK:78047,SINO BIOLOGICAL INC. (A #301047)
SEHK:90713,NANJING PHARMACEUTICAL COMPANY LIMITED (A #600713)
SEHK:30025,"SHENZHEN JPT OPTO-ELECTRONICS CO., LTD. (A #688025)"
SEHK:93031,"ANHUI ANFU BATTERY TECHNOLOGY CO.,LTD. (A #603031)"
SEHK:09636,JF SMARTINVEST HOLDINGS LTD
SEHK:02682,YUN LEE MARINE GROUP HOLDINGS LIMITED
SEHK:02835,PHILLIP HK NEWLY LISTED EQUITIES INDEX ETF
SEHK:90211,TIBET RHODIOLA PHARMACEUTICAL HOLDING CO. (A #600211)
SEHK:00418,FOUNDER HOLDINGS LIMITED
SEHK:70965,TIANJIN TIANBAO INFRASTRUCTURE CO..LTD (A #000965)
SEHK:08063,GLOBAL MASTERMIND HOLDINGS LIMITED
SEHK:70625,CHONGQING CHANGAN AUTOMOBILE COMPANY LIMITED (A #000625)
SEHK:06959,CHANGJIU HOLDINGS LIMITED
SEHK:02323,RENCO HOLDINGS GROUP LIMITED
SEHK:91088,CHINA SHENHUA ENERGY COMPANY LIMITED (A #601088)
SEHK:30313,"HENAN SHIJIA PHOTONS TECHNOLOGY CO., LTD. (A #688313)"
SEHK:77002,"BEIJING ULTRAPOWER SOFTWARE CO., LTD (A #300002)"
SEHK:02432,SHENZHEN DOBOT CORP LTD
SEHK:02339,BEIJINGWEST INDUSTRIES INTERNATIONAL LIMITED
SEHK:08120,CHINA DEMETER FINANCIAL INVESTMENTS LIMITED
SEHK:77337,"YINBANG CLAD MATERIAL CO.,LTD. (A #300337)"
SEHK:72690,HEFEI MEYER OPTOELECTRONIC TECHNOLOGY INC. (A #002690)
SEHK:02017,CHANHIGH HOLDINGS LIMITED
SEHK:01355,LEGEND STRATEGY INTERNATIONAL HOLDINGS GROUP COMPANY LIMITED
SEHK:30408,"ARCTECH SOLAR HOLDING CO., LTD. (A #688408)"
SEHK:93187,"QINGDAO HIRON COMMERCIAL COLD CHAIN CO.,LTD. (A #603187)"
SEHK:90120,"ZHEJIANG ORIENT FINANCIAL HOLDINGS GROUP CO., LTD. (A #600120)"
SEHK:78633,"WUHAN GUIDE TECHNOLOGY CO., LTD. (A #301633)"
SEHK:30308,"OKE PRECISION CUTTING TOOLS CO., LTD. (A #688308)"
SEHK:72520,"ZHEJIANG RIFA PRECISION MACHINERY CO., LTD. (A #002520)"
SEHK:00423,HONG KONG ECONOMIC TIMES HOLDINGS LIMITED
SEHK:31312,CHINEXT ETF (A #159915)
SEHK:00673,CHINA HEALTH GROUP LIMITED
SEHK:04827,VISION DEAL HK ACQUISITION CORP. WARRANTS 2024
SEHK:03190,FUBON HANG SENG SHANGHAI-SHENZHEN-HK (SELECTED CORP) HIGH DIV YIELD INDEX ETF
SEHK:01977,ANALOGUE HOLDINGS LIMITED
SEHK:01341,HAO TIAN INTERNATIONAL CONSTRUCTION INVESTMENT GROUP LIMITED
SEHK:72614,"XIAMEN COMFORT SCIENCE&TECHNOLOGY GROUP CO.,LTD. (A #002614)"
SEHK:01951,JINXIN FERTILITY GROUP LIMITED
SEHK:93663,"SANXIANG ADVANCED MATERIALS CO., LTD. (A #603663)"
SEHK:00138,CCT FORTIS HOLDINGS LIMITED
SEHK:00928,KING INTERNATIONAL INVESTMENT LIMITED
SEHK:78205,"LINKTEL TECHNOLOGIES CO., LTD. (A #301205)"
SEHK:01895,XINYUAN PROPERTY MANAGEMENT SERVICE (CAYMAN) LTD.
SEHK:31120,CHINA LIFE AMP AH300 ETF (A #517300)
SEHK:90776,"EASTERN COMMUNICATIONS CO.,LTD. (A #600776)"
SEHK:30007,APPOTRONICS CORPORATION LIMITED (A #688007)
SEHK:30717,"SOLAX POWER NETWORK TECHNOLOGY (ZHEJIANG) CO., LTD. (A #688717)"
SEHK:02448,SPACE GROUP HOLDINGS LIMITED
SEHK:01005,MATRIX HOLDINGS LIMITED
SEHK:03699,EVERBRIGHT GRAND CHINA ASSETS LIMITED
SEHK:00265,GANGYU SMART URBAN SERVICES HOLDING LIMITED
SEHK:70869,YANTAI CHANGYU PIONEER WINE COMPANY LIMITED (A #000869)
SEHK:00435,SUNLIGHT REAL ESTATE INVESTMENT TRUST
SEHK:06069,SY HOLDINGS GROUP LIMITED
SEHK:90789,"SHANDONG LUKANG PHARMACEUTICAL CO.,LTD. (A #600789)"
SEHK:00609,TIANDE CHEMICAL HOLDINGS LIMITED
SEHK:01062,CHINA DEVELOPMENT BANK INTERNATIONAL INVESTMENT LIMITED
SEHK:01216,"ZHONGYUAN BANK CO., LTD."
SEHK:78255,"ZHEJIANG TONGLI TRANSMISSION TECHNOLOGY CO., LTD. (A #301255)"
SEHK:77722,"JIANGXI XINYU GUOKE TECHNOLOGY CO., LTD. (A #300722)"
SEHK:93126,SINOMA ENERGY CONSERVATION LTD. (A #603126)
SEHK:00712,COMTEC SOLAR SYSTEMS GROUP LIMITED
SEHK:31357,SEMI EQUIPMENT ETF (A #159516)
SEHK:01916,"JIANGXI BANK CO., LTD."
SEHK:70938,UNISPLENDOUR CORPORATION LIMITED (A #000938)
SEHK:90100,"TSINGHUA TONGFANG CO., LTD (A #600100)"
SEHK:02400,XD INC.
SEHK:70777,"SUFA TECHNOLOGY INDUSTRY CO.,LTD.,CNNC. (A #000777)"
SEHK:08153,JIADING INTERNATIONAL GROUP HOLDINGS LIMITED
SEHK:72611,"GUANGDONG DONGFANG PRECISION SCIENCE & TECHNOLOGY CO.,LTD (A #002611)"
SEHK:01745,LVJI TECHNOLOGY HOLDINGS INC.
SEHK:00947,"MOBI DEVELOPMENT CO., LTD."
SEHK:02302,CNNC INTERNATIONAL LIMITED
SEHK:93396,"YINGKOU JINCHEN MACHINERY CO., LTD. (A #603396)"
SEHK:77693,"SHENZHEN SINEXCEL ELECTRIC CO.,LTD (A #300693)"
SEHK:02858,YIXIN GROUP LIMITED
SEHK:00509,CENTURY SUNSHINE GROUP HOLDINGS LIMITED
SEHK:77006,"CHONGQING LUMMY PHARMACEUTICAL CO.,LTD. (A #300006)"
SEHK:02623,ADD NEW ENERGY INVESTMENT HOLDINGS GROUP LIMITED
SEHK:00413,SOUTH CHINA HOLDINGS COMPANY LIMITED
SEHK:70981,SENSTEED HI-TECH GROUP (A #000981)
SEHK:72202,"GOLDWIND SCIENCE&TECHNOLOGY CO.,LTD. (A #002202)"
SEHK:90026,"COSCO SHIPPING ENERGY TRANSPORTATION CO., LTD. (A #600026)"
SEHK:70796,"CAISSA TOSUN DEVELOPMENT CO., LTD. (A #000796)"
SEHK:90804,"DR.PENG TELECOM&MEDIA GROUP CO.,LTD. (A #600804)"
SEHK:72798,"D&O HOME COLLECTION GROUP CO.,LTD (A #002798)"
SEHK:93296,"HUAQIN TECHNOLOGY CO., LTD. (A #603296)"
SEHK:72960,"JADE BIRD FIRE CO., LTD. (A #002960)"
SEHK:01333,"BRETON TECHNOLOGY CO., LTD."
SEHK:91019,"SHANDONG PUBLISHING&MEDIA CO.,LTD (A #601019)"
SEHK:70902,"YONFER AGRICULTURAL TECHNOLOGY CO.,LTD. (A #000902)"
SEHK:01498,PURAPHARM CORPORATION LIMITED
SEHK:70425,"XCMG CONSTRUCTION MACHINERY CO., LTD. (A #000425)"
SEHK:91958,"JINDUICHENG MOLYBDENUM CO.,LTD (A #601958)"
SEHK:77251,"BEIJING ENLIGHT MEDIA CO., LTD. (A #300251)"
SEHK:93099,"CHANGBAI MOUNTAIN TOURISM CO.,LTD (A #603099)"
SEHK:30268,"GUANGDONG HUATE GAS CO., LTD (A #688268)"
SEHK:02051,51 CREDIT CARD INC.
SEHK:08297,OCEAN STAR TECHNOLOGY GROUP LIMITED
SEHK:00525,GUANGSHEN RAILWAY COMPANY LIMITED
SEHK:91006,"DAQIN RAILWAY CO., LTD. (A #601006)"
SEHK:70786,BEIJING NEW BUILDING MATERIALS PUBLIC LIMITED COMPANY (A #000786)
SEHK:00392,BEIJING ENTERPRISES HOLDINGS LIMITED
SEHK:72379,SHANDONG HONTRON ALUMINUM INDUSTRY HOLDING COMPANY LIMITED (A #002379)
SEHK:01292,"CHANGAN MINSHENG APLL LOGISTICS CO., LTD"
SEHK:01591,SHUN WO GROUP HOLDINGS LIMITED
SEHK:02728,JINTAI ENERGY HOLDINGS LIMITED
SEHK:31346,TH PV ETF (A #159857)
SEHK:70630,"TONGLING NONFERROUS METALS GROUP CO.,LTD. (A #000630)"
SEHK:01576,QILU EXPRESSWAY COMPANY LIMITED
SEHK:09866,NIO INC.
SEHK:01723,HK ASIA HOLDINGS LIMITED
SEHK:77248,"NEWCAPEC ELECTRONICS CO., LTD. (A #300248)"
SEHK:72219,"NEW JOURNEY HEALTH TECHNOLOGY GROUP CO.,LTD (A #002219)"
SEHK:00936,KAISA CAPITAL INVESTMENT HOLDINGS LIMITED
SEHK:31014,HWABAO WP BROKER ETF (A #512000)
SEHK:02529,"HOLLWIN URBAN OPERATION SERVICE GROUP CO., LTD"
SEHK:00382,EDVANTAGE GROUP HOLDINGS LIMITED
SEHK:90562,"GLARUN TECHNOLOGY CO.,LTD. (A #600562)"
SEHK:02189,KATO (HONG KONG) HOLDINGS LIMITED
SEHK:95377,"HANGZHOU HUAWANG NEW MATERIAL TECHNOLOGY CO.,LTD. (A #605377)"
SEHK:08103,HMVOD LIMITED
SEHK:31339,BS CCEC ETF (A #159623)
SEHK:30277,"TINAVI MEDICAL TECHNOLOGIES CO.,LTD. (A #688277)"
SEHK:72007,HUALAN BIOLOGICAL ENGINEERING INC. (A #002007)
SEHK:78458,"JUNEWAY ELECTRONIC TECHNOLOGY CO., LTD. (A #301458)"
SEHK:77335,"GUANGZHOU DEVOTION THERMAL TECHNOLOGY CO.,LTD. (A #300335)"
SEHK:00080,CHINA NEW ECONOMY FUND LIMITED
SEHK:30211,"WAYZIM TECHNOLOGY CO., LTD. (A #688211)"
SEHK:08045,JIANGSU NANDASOFT TECHNOLOGY COMPANY LIMITED
SEHK:31155,CMF CSI 300 INDEX ENHANCED ETF (A #561990)
SEHK:31360,CNI 2000 ETF (A #159628)
SEHK:00191,LAI SUN GARMENT (INTERNATIONAL) LIMITED
SEHK:93681,"SHANGHAI YONGGUAN ADHESIVE PRODUCTS CORP.,LTD. (A #603681)"
SEHK:31065,CHINA MERCHANTS CSI DIVIDEND ETF (A #515080)
SEHK:72415,"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD (A #002415)"
SEHK:72238,"SHENZHEN TOPWAY VIDEO COMMUNICATION CO., LTD. (A #002238)"
SEHK:70519,"NORTH INDUSTRIES GROUP RED ARROW CO., LTD (A #000519)"
SEHK:01196,REALORD GROUP HOLDINGS LIMITED
SEHK:01124,COASTAL GREENLAND LIMITED
SEHK:72279,"BEIJING JOIN-CHEER SOFTWARE CO.,LTD. (A #002279)"
SEHK:30236,"BEIJING CHUNLIZHENGDA MEDICAL INSTRUMENTS CO.,LTD. (A #688236)"
SEHK:78162,"STATE POWER RIXIN TECH.CO., LTD. (A #301162)"
SEHK:01853,JILIN PROVINCE CHUNCHENG HEATING COMPANY LIMITED
SEHK:91318,"PING AN INSURANCE (GROUP) COMPANY OF CHINA, LTD. (A #601318)"
SEHK:00159,BROCKMAN MINING LIMITED
SEHK:77571,"HANGZHOU ANYSOFT INFORMATION TECHNOLOGY CO., LTD. (A #300571)"
SEHK:78507,"HANGZHOU MINSHENG HEALTHCARE CO., LTD. (A #301507)"
SEHK:93341,"SHANGHAI LONGCHEER TECHNOLOGY CO., LTD. (A #603341)"
SEHK:93687,"ZHEJIANG GREAT SHENGDA PACKAGING CO.,LTD. (A #603687)"
SEHK:90675,CHINA ENTERPRISE COMPANY LIMITED (A #600675)
SEHK:31149,HUAAN CSI 300 ETF (A #515390)
SEHK:90157,"WINTIME ENERGY GROUP CO.,LTD. (A #600157)"
SEHK:00206,"CM ENERGY TECH CO., LTD."
SEHK:01185,CHINA ENERGINE INTERNATIONAL (HOLDINGS) LIMITED
SEHK:00974,CHINA SHUN KE LONG HOLDINGS LIMITED
SEHK:03426,DOO WEALTH SELECTED WEB3 ETF
SEHK:77681,"ZHUHAI ENPOWER ELECTRIC CO.,LTD. (A #300681)"
SEHK:77761,"JIANGSU LIHUA FOODS GROUP CO., LTD. (A #300761)"
SEHK:02175,CHINA GENERAL EDUCATION GROUP LIMITED
SEHK:70967,INFORE ENVIRONMENT TECHNOLOGY GROUP CO. LTD. (A #000967)
SEHK:00313,RICHLY FIELD CHINA DEVELOPMENT LIMITED
SEHK:03918,NAGACORP LTD
SEHK:00681,CHINESE PEOPLE HOLDINGS COMPANY LIMITED
SEHK:77792,HANGZHOU ONECHANCE TECH CORP. (A #300792)
SEHK:09141,CHINAAMC ASIA USD INVESTMENT GRADE BOND ETF-USD TRADED UNITS
SEHK:70657,"CHINA TUNGSTEN AND HIGHTECH MATERIALS CO.,LTD (A #000657)"
SEHK:30116,"JIANGSU CNANO TECHNOLOGY CO.,LTD. (A #688116)"
SEHK:31331,CHINA A50 ETF (A #159602)
SEHK:02137,BRII BIOSCIENCES LIMITED
SEHK:72847,"YANKERSHOP FOOD CO., LTD (A #002847)"
SEHK:72544,"CETC POTEVIO SCIENCE&TECHNOLOGY CO.,LTD. (A #002544)"
SEHK:08285,SLING GROUP HOLDINGS LIMITED
SEHK:08249,ZHEJIANG RUIYUAN INTELLIGENT CONTROL TECHNOLOGY COMPANY LIMITED
SEHK:02108,K2 F&B HOLDINGS LIMITED
SEHK:02530,NUMANS HEALTH FOOD HOLDINGS COMPANY LIMITED
SEHK:08313,ZACD GROUP LTD.
SEHK:01959,CENTENARY UNITED HOLDINGS LIMITED
SEHK:91869,YANGTZE OPTICAL FIBRE AND CABLE JOINT STOCK LIMITED COMPANY (A #601869)
SEHK:93429,"ANHUI GENUINE NEW MATERIALS CO.,LTD. (A #603429)"
SEHK:30498,"YUANJIE SEMICONDUCTOR TECHNOLOGY CO., LTD. (A #688498)"
SEHK:08017,TRADEGO FINTECH LIMITED
SEHK:72252,"SHANGHAI RAAS BLOOD PRODUCTS CO.,LTD. (A #002252)"
SEHK:93230,"INNER MONGOLIA XINHUA DISTRIBUTION GROUP CO.,LTD. (A #603230)"
SEHK:70040,"TUNGHSU AZURE RENEWABLE ENERGY CO.,LTD. (A #000040)"
SEHK:90118,"CHINA SPACESAT CO.,LTD. (A #600118)"
SEHK:06188,"BEIJING DIGITAL TELECOM CO., LTD."
SEHK:91827,"CHONGQING SANFENG ENVIRONMENT GROUP CORP., LTD. (A #601827)"
SEHK:93883,LBX PHARMACY CHAIN JOINT STOCK COMPANY (A #603883)
SEHK:30063,"PYLON TECHNOLOGIES CO., LTD. (A #688063)"
SEHK:30192,"DIZAL (JIANGSU) PHARMACEUTICAL CO., LTD. (A #688192)"
SEHK:90210,"SHANGHAI ZIJIANG ENTERPRISE GROUP CO.,LTD (A #600210)"
SEHK:70417,"HEFEI DEPARTMENT STORE GROUP CO.,LTD (A #000417)"
SEHK:77586,"MALION NEW MATERIALS CO., LTD. (A #300586)"
SEHK:00701,CNT GROUP LIMITED
SEHK:03453,PREMIA FTSE TWSE TAIWAN 50 ETF (LISTED DISTRIBUTION UNITS)
SEHK:02845,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF-HKD TRADED SHARES
SEHK:90383,GEMDALE CORPORATION (A #600383)
SEHK:08123,SINOFORTUNE FINANCIAL HOLDINGS LIMITED
SEHK:31004,E FUND CSI 300 ETF (A #510310)
SEHK:70034,"DIGITAL CHINA GROUP CO.,LTD. (A #000034)"
SEHK:00162,CENTURY GINWA RETAIL HOLDINGS LIMITED
SEHK:72274,"JIANSU HUACHANG CHEMICAL CO.,LTD (A #002274)"
SEHK:02386,"SINOPEC ENGINEERING (GROUP) CO., LTD."
SEHK:72322,"NINGBO LIGONG ENVIRONMENT AND ENERGY TECHNOLOGY CO.,LTD (A #002322)"
SEHK:02433,ZHONGTIAN CONSTRUCTION (HUNAN) GROUP LIMITED
SEHK:78310,"WUXI XINHONGYE WIRE&CABLE CO., LTD. (A #301310)"
SEHK:00357,HAINAN MEILAN INTERNATIONAL AIRPORT COMPANY LIMITED
SEHK:01428,BRIGHT SMART SECURITIES & COMMODITIES GROUP LIMITED
SEHK:08029,IMPERIUM FINANCIAL GROUP LIMITED
SEHK:77149,"CHEMPARTNER PHARMATECH CO., LTD. (A #300149)"
SEHK:03611,HUAFANG GROUP INC.
SEHK:90848,SHANGHAI LINGANG HOLDINGS CORPORATION LIMITED (A #600848)
SEHK:90345,"WUHAN YANGTZE COMMUNICATION INDUSTRY GROUP CO.,LTD (A #600345)"
SEHK:08113,V & V TECHNOLOGY HOLDINGS LIMITED
SEHK:31070,CHINAAMC STAR 50 ETF (A #588000)
SEHK:93997,"NINGBO JIFENG AUTO PARTS CO.,LTD (A #603997)"
SEHK:30172,"BEIJING YANDONG MICROELECTRONIC CO., LTD. (A #688172)"
SEHK:30212,"SHANGHAI AOHUA PHOTOELECTRICITY ENDOSCOPE CO., LTD. (A #688212)"
SEHK:00374,FOUR SEAS MERCANTILE HOLDINGS LIMITED
SEHK:03690,MEITUAN -HKD TRADED SHARES
SEHK:02457,BUYANG INTERNATIONAL HOLDING INC
SEHK:02207,"RONSHINE SERVICE HOLDING CO., LTD"
SEHK:93009,"SHANGHAI BEITE TECHNOLOGY CO.,LTD. (A #603009)"
SEHK:30707,GUIZHOU ZHENHUA E-CHEM INC. (A #688707)
SEHK:90829,HPGC RENMINTONGTAI PHARMACEUTICAL CORPORATION (A #600829)
SEHK:90081,"DONG FENG ELECTRONIC TECHNOLOGY CO.,LTD. (A #600081)"
SEHK:77490,"HNAC TECHNOLOGY CO.,LTD. (A #300490)"
SEHK:01971,REDSUN SERVICES GROUP LIMITED
SEHK:91633,GREAT WALL MOTOR COMPANY LIMITED (A #601633)
SEHK:00400,"INGDAN, INC."
SEHK:31013,HUATAI-PB SSE DIVIDEND ETF (A #510880)
SEHK:00226,LIPPO LIMITED
SEHK:31108,BOSERA CSI DIVIDEND INDEX ETF (A #515890)
SEHK:09688,ZAI LAB LIMITED
SEHK:01471,"ZHONGMIAO HOLDINGS (QINGDAO) CO., LTD."
SEHK:02556,MARKETINGFORCE MANAGEMENT LTD
SEHK:01164,CGN MINING COMPANY LIMITED
SEHK:03447,CSOP FTSE ASIA PACIFIC SELECT REITS ETF
SEHK:00430,ORIENTAL EXPLORER HOLDINGS LIMITED
SEHK:77073,"BEIJING EASPRING MATERIAL TECHNOLOGY CO.,LTD. (A #300073)"
SEHK:08523,SHEUNG MOON HOLDINGS LIMITED
SEHK:00598,SINOTRANS LIMITED
SEHK:03390,TYCOON GROUP HOLDINGS LIMITED
SEHK:00302,CMGE TECHNOLOGY GROUP LIMITED
SEHK:03150,GLOBAL X JAPAN GLOBAL LEADERS ETF
SEHK:08527,JLOGO HOLDINGS LIMITED
SEHK:08495,1957 & CO. (HOSPITALITY) LIMITED
SEHK:08296,SINO-LIFE GROUP LIMITED
SEHK:77682,"LONGSHINE TECHNOLOGY GROUP CO., LTD. (A #300682)"
SEHK:08241,YING KEE TEA HOUSE GROUP LIMITED
SEHK:01940,CHINA GAS INDUSTRY INVESTMENT HOLDINGS CO. LTD.
SEHK:90458,"ZHUZHOU TIMES NEW MATERIALS TECHNOLOGY CO.,LTD. (A #600458)"
SEHK:01732,XIANGXING INTERNATIONAL HOLDING LIMITED
SEHK:02488,LAUNCH TECH COMPANY LIMITED
SEHK:93688,"JIANGSU PACIFIC QUARTZ CO.,LTD (A #603688)"
SEHK:00757,SOLARGIGA ENERGY HOLDINGS LIMITED
SEHK:01585,YADEA GROUP HOLDINGS LTD.
SEHK:72693,"HAINAN SHUANGCHENG PHARMACEUTICALS CO.,LTD. (A #002693)"
SEHK:77860,"FUNSHINE CULTURE GROUP CO.,LTD. (A #300860)"
SEHK:31330,A50 ETF (A #159601)
SEHK:31352,CSI HEALTH CARE ETF (A #159929)
SEHK:02291,"LEPU SCIENTECH MEDICAL TECHNOLOGY (SHANGHAI) CO., LTD."
SEHK:91615,MING YANG SMART ENERGY GROUP LIMITED (A #601615)
SEHK:90729,"CHONGQING DEPARTMENT STORE CO.,LTD. (A #600729)"
SEHK:03009,BOSERA HASHKEY ETHER ETF- HKD COUNTER
SEHK:93392,"BEIJING WANTAI BIOLOGICAL PHARMACY ENTERPRISE CO., LTD. (A #603392)"
SEHK:70652,"TIANJIN TEDA CO., LTD. (A #000652)"
SEHK:90183,"SHENGYI TECHNOLOGY CO., LTD. (A #600183)"
SEHK:78153,"BEIJING CTJ INFORMATION TECHNOLOGY CO., LTD. (A #301153)"
SEHK:72552,"BAODING TECHNOLOGY CO., LTD. (A #002552)"
SEHK:77712,"FUJIAN YONGFU POWER ENGINEERING CO.,LTD. (A #300712)"
SEHK:72192,"YOUNGY CO.,LTD. (A #002192)"
SEHK:83081,VALUE GOLD ETF -RMB TRADED UNITS
SEHK:91038,FIRST TRACTOR COMPANY LIMITED (A #601038)
SEHK:70049,"SHENZHEN DESAY BATTERY TECHNOLOGY CO.,LTD (A #000049)"
SEHK:72493,"RONGSHENG PETRO CHEMICAL CO., LTD. (A #002493)"
SEHK:01913,PRADA S.P.A.
SEHK:30356,"JENKEM TECHNOLOGY CO., LTD (A #688356)"
SEHK:01416,CTR HOLDINGS LIMITED
SEHK:90070,"ZHEJIANG FURUN DIGITAL TECHNOLOGY CO., LTD. (A #600070)"
SEHK:30333,"XI'AN BRIGHT LASER TECHNOLOGIES CO.,LTD. (A #688333)"
SEHK:70068,"SHENZHEN HUAKONG SEG CO.,LTD. (A #000068)"
SEHK:01107,"MODERN LAND (CHINA) CO., LIMITED"
SEHK:30639,"ANHUI HUAHENG BIOTECHNOLOGY CO., LTD. (A #688639)"
SEHK:31375,MEDICAL SERVICE (A #159847)
SEHK:00991,"DATANG INTERNATIONAL POWER GENERATION CO.,LTD."
SEHK:00149,CHINA AGRI-PRODUCTS EXCHANGE LIMITED
SEHK:70009,"CHINA BAOAN GROUP CO.,LTD. (A #000009)"
SEHK:30521,"VERISILICON MICROELECTRONICS (SHANGHAI) CO., LTD. (A #688521)"
SEHK:08598,FICUS TECHNOLOGY HOLDINGS LIMITED -OLD
SEHK:31027,FULLGOAL CSI AEROSPACE DEFENSE INDEX ETF (A #512710)
SEHK:77657,XIAMEN HONGXIN ELECTRONICS TECHNOLOGY GROUP INC. (A #300657)
SEHK:00648,SOFTMEDX HEALTHCARE LIMITED-NEW
SEHK:30186,"ZHANGJIAGANG GUANGDA SPECIAL MATERIAL CO., LTD. (A #688186)"
SEHK:90400,"JIANGSU HONGDOU INDUSTRIAL CO.,LTD (A #600400)"
SEHK:77331,"SVG TECH GROUP CO.,LTD. (A #300331)"
SEHK:01802,WENYE GROUP HOLDINGS LIMITED
SEHK:90807,"JINAN HIGH-TECH DEVELOPMENT CO.,LTD. (A #600807)"
SEHK:95598,"SHANGHAI GEOHARBOUR CONSTRUCTION GROUP CO., LTD. (A #605598)"
SEHK:01811,"CGN NEW ENERGY HOLDINGS CO., LTD."
SEHK:72758,"ZJAMP GROUP CO., LTD. (A #002758)"
SEHK:90165,"NINGXIA ZHONGKE BIOTECHNOLOGY CO., LTD (A #600165)"
SEHK:00663,KING STONE ENERGY GROUP LIMITED
SEHK:08603,FAMEGLOW HOLDINGS LIMITED
SEHK:72840,"ZHEJIANG HUATONG MEAT PRODUCTS CO., LTD. (A #002840)"
SEHK:70070,"SHENZHEN SDG INFORMATION CO., LTD (A #000070)"
SEHK:91106,CHINA FIRST HEAVY INDUSTRIES (A #601106)
SEHK:01798,"CHINA DATANG CORPORATION RENEWABLE POWER CO., LIMITED"
SEHK:70997,"NEWLAND DIGITAL TECHNOLOGY CO.,LTD. (A #000997)"
SEHK:91933,"YONGHUI SUPERSTORES CO., LTD. (A #601933)"
SEHK:00518,TUNGTEX (HOLDINGS) CO. LTD
SEHK:90681,"BESTSUN ENERGY CO., LTD. (A #600681)"
SEHK:02415,MEDSCI HEALTHCARE HOLDINGS LIMITED
SEHK:72132,"HENAN HENGXING SCIENCE & TECHNOLOGY CO.,LTD. (A #002132)"
SEHK:02000,SIM TECHNOLOGY GROUP LIMITED
SEHK:70576,"GUANGDONG GANHUA SCIENCE & INDUSTRY CO., LTD. (A #000576)"
SEHK:00001,CK HUTCHISON HOLDINGS LIMITED
SEHK:71215,"ZHENGZHOU QIANWEIYANGCHU FOOD CO.,LTD (A #001215)"
SEHK:77303,"SHENZHEN JUFEI OPTOELECTRONICS CO.,LTD (A #300303)"
SEHK:72453,"GREAT CHINASOFT TECHNOLOGY CO.,LTD (A #002453)"
SEHK:06821,"ASYMCHEM LABORATORIES (TIANJIN) CO., LTD."
SEHK:77861,"YANGLING METRON NEW MATERIAL CO., LTD. (A #300861)"
SEHK:02127,HUISEN SHARES GROUP LIMITED
SEHK:07552,CSOP HANG SENG TECH INDEX DAILY (-2X) INVERSE PRODUCT
SEHK:08100,FAMOUS TECH INTERNATIONAL HOLDINGS LIMITED
SEHK:31144,E FUND CSI ALL SH INV BANK & BRKG ETF (A #512570)
SEHK:06889,"DYNAM JAPAN HOLDINGS CO., LTD."
SEHK:00809,GLOBAL BIO-CHEM TECHNOLOGY GROUP COMPANY LIMITED
